,num,PET,variation,category,orig_text,clean_text,char_count,word_count,text,label,euph_status
317,318,göğüs,göğüs,physical/mental attributes,"Bergüzar Korel’in, Marmaris tatiline çıkmadan önce göğüs kanseri şüphesiyle bir onkoloji hastanesinde test yaptırdığı ortaya çıktı. Tetkiklerin ardından güzel oyuncunun göğsünde iyi huylu kistler olduğu ve kanser şüphesi bulunmadığı tespit edildi. Testlerin ardından rahatlayan Korel, sonuçları aldıktan sonra ailesiyle tatile çıktı.","bergüzar korel’in, marmaris tatiline çıkmadan önce göğüs kanseri şüphesiyle bir onkoloji hastanesinde test yaptırdığı ortaya çıktı. tetkiklerin ardından güzel oyuncunun göğsünde iyi huylu kistler olduğu ve kanser şüphesi bulunmadığı tespit edildi. testlerin ardından rahatlayan korel, sonuçları aldıktan sonra ailesiyle tatile çıktı.",333,41,"Bergüzar Korel’in, Marmaris tatiline çıkmadan önce [PET_BOUNDARY]göğüs[PET_BOUNDARY] kanseri şüphesiyle bir onkoloji hastanesinde test yaptırdığı ortaya çıktı. Tetkiklerin ardından güzel oyuncunun göğsünde iyi huylu kistler olduğu ve kanser şüphesi bulunmadığı tespit edildi. Testlerin ardından rahatlayan Korel, sonuçları aldıktan sonra ailesiyle tatile çıktı.",1,sometimes_euph
2219,2220,canını teslim etmek,canını teslim ettirmeyecek,death,ki zaten swtch falan filan derken mutlaka yabıcam. aynen o tiplere bakıyorum zaten şimdilik tek sorun alıcıya canını teslim ettirmeyecek şekilde enerji sağlayabilmek. :) Sadece zener diyotları faydasız kalabilir diye düşünüyorum çünkü makine,ki zaten swtch falan filan derken mutlaka yabıcam aynen o tiplere bakıyorum zaten şimdilik tek sorun alıcıya canını teslim ettirmeyecek şekilde enerji sağlayabilmek  sadece zener diyotları faydasız kalabilir diye düşünüyorum çünkü makine,241,33,ki zaten swtch falan filan derken mutlaka yabıcam. aynen o tiplere bakıyorum zaten şimdilik tek sorun alıcıya [PET_BOUNDARY]canını teslim ettirmeyecek[PET_BOUNDARY] şekilde enerji sağlayabilmek. :) Sadece zener diyotları faydasız kalabilir diye düşünüyorum çünkü makine,0,sometimes_euph
286,287,fındık kırmak,fındık kırma,sexual activity,Binlerce  insan çalışıyor Tarım ekonomisinde olan biteni çok iyi izleyen Ali Ekber Yıldırım’dan  aldığım bilgilere göre fındıkları iqşlemek için de 1 milyon 250 bin ton  kapasiteli ( dikkat buyurunuz yıllık üretim 650 bin ton ) 170’in üzenide  fındık kırma fbarikası ve 300 bin ton iç fındık işleme kapasitesine sahip  20’nin üzerinde fındık işleme tesisi var .,binlerce  insanalışıyor tarım ekonomisinde olan biteniok iyi izleyen ali ekber yıldırım’dan  aldığım bilgilere göre fındıkları iqşlemek için de  milyon  bin ton  kapasiteli dikkat buyurunuz yıllıkretim  bin toninzenide  fındık kırma fbarikası ve  bin ton iç fındık işleme kapasitesine sahip ninzerinde fındık işleme tesisi var,326,43,Binlerce  insan çalışıyor Tarım ekonomisinde olan biteni çok iyi izleyen Ali Ekber Yıldırım’dan  aldığım bilgilere göre fındıkları iqşlemek için de 1 milyon 250 bin ton  kapasiteli (dikkat buyurunuz yıllık üretim 650 bin ton) 170’in üzenide  [PET_BOUNDARY]fındık kırma[PET_BOUNDARY] fbarikası ve 300 bin ton iç fındık işleme kapasitesine sahip  20’nin üzerinde fındık işleme tesisi var.,0,sometimes_euph
390,391,hakkın rahmetine kavuşmak,hakkın rahmetine kavuştu,death,"""Gerçi Al Capone 1947'de  hakkın rahmetine kavuştu ama ne tanrı'nın , ne de Amerikan gangsterlerinin çalışma  tarzı açısından pek bir şey değişmiş değil ; misal , Amerikalıların canı  daha fazla petrol istediğinde herhangi bir ülkeyi talan edebiliyorlar .""","""gerçi al caponede  hakkın rahmetine kavuştu ama ne tanrı'nın ne de amerikan gangsterlerininalışma  tarzı açısından pek birey değişmiş değil misal amerikalıların canı  daha fazla petrol istediğinde herhangi birlkeyi talan edebiliyorlar",235,30,"""Gerçi Al Capone 1947'de  [PET_BOUNDARY]hakkın rahmetine kavuştu[PET_BOUNDARY] ama ne tanrı'nın, ne de Amerikan gangsterlerinin çalışma  tarzı açısından pek bir şey değişmiş değil; misal, Amerikalıların canı  daha fazla petrol istediğinde herhangi bir ülkeyi talan edebiliyorlar.""",1,always_euph
752,753,siyahi,siyahi,physical/mental attributes,"Naomi Campbell, Vogue dergisinin Brezilya edisyonunun 41’inci yıl dönümü baskısı için kamera karşısına geçti. 45 yaşındaki süper model, fotoğrafçı Zee Nunes’un objektifine 1970’ler ruhunu yansıtan iddialı pozlar verdi. 1989’da derginin Amerikan edisyonuna kapak olan ilk siyahi model unvanlı Campbell, o dönemler dergiye kendisini öneren Anna Wintour hakkında ""Bunun için çok fazla çabaladığını bilmiyordum. Anna, bana çok büyük bir fırsat verdi"" dedi.","naomi campbell, vogue dergisinin brezilya edisyonunun 41’inci yıl dönümü baskısı için kamera karşısına geçti. 45 yaşındaki süper model, fotoğrafçı zee nunes’un objektifine 1970’ler ruhunu yansıtan iddialı pozlar verdi. 1989’da derginin amerikan edisyonuna kapak olan ilk siyahi model unvanlı campbell, o dönemler dergiye kendisini öneren anna wintour hakkında ""bunun için çok fazla çabaladığını bilmiyordum. anna, bana çok büyük bir fırsat verdi"" dedi.",452,61,"Naomi Campbell, Vogue dergisinin Brezilya edisyonunun 41’inci yıl dönümü baskısı için kamera karşısına geçti. 45 yaşındaki süper model, fotoğrafçı Zee Nunes’un objektifine 1970’ler ruhunu yansıtan iddialı pozlar verdi. 1989’da derginin Amerikan edisyonuna kapak olan ilk [PET_BOUNDARY]siyahi[PET_BOUNDARY] model unvanlı Campbell, o dönemler dergiye kendisini öneren Anna Wintour hakkında ""Bunun için çok fazla çabaladığını bilmiyordum. Anna, bana çok büyük bir fırsat verdi"" dedi.",1,sometimes_euph
478,479,ihtiyaç sahibi,ihtiyaç sahibi,employment/finances,"ÇABA Derneği’nin önceki akşam Radisson Blu Hotel Şişli’de gerçekleştirdiği davete büyük ilgi vardı. Ünlü babalar, Atelier Sıla Öztürk tasarımlarıyla modellik yapan kızlarına eşlik ettiler. Genç kadınlar, hem annelerine unutulmaz bir hediye verdi hem de ihtiyaç sahibi çocuklar için imkanlar yarattı. Uğurkan Erez’in koreografisiyle gerçekleşen defileyi izleyen anneler, duygusal anlar yaşadı. Podyumda atılan her adım, Florya Çocuk ve Gençlik Merkezi Binası’nın yapımına katkı sağladı. EMRAH AKÇAAY","çaba derneği’nin önceki akşam radisson blu hotel şişli’de gerçekleştirdiği davete büyük ilgi vardı. ünlü babalar, atelier sıla öztürk tasarımlarıyla modellik yapan kızlarına eşlik ettiler. genç kadınlar, hem annelerine unutulmaz bir hediye verdi hem de ihtiyaç sahibi çocuklar için imkanlar yarattı. uğurkan erez’in koreografisiyle gerçekleşen defileyi izleyen anneler, duygusal anlar yaşadı. podyumda atılan her adım, florya çocuk ve gençlik merkezi binası’nın yapımına katkı sağladı. emrah akçaay",498,65,"ÇABA Derneği’nin önceki akşam Radisson Blu Hotel Şişli’de gerçekleştirdiği davete büyük ilgi vardı. Ünlü babalar, Atelier Sıla Öztürk tasarımlarıyla modellik yapan kızlarına eşlik ettiler. Genç kadınlar, hem annelerine unutulmaz bir hediye verdi hem de [PET_BOUNDARY]ihtiyaç sahibi[PET_BOUNDARY] çocuklar için imkanlar yarattı. Uğurkan Erez’in koreografisiyle gerçekleşen defileyi izleyen anneler, duygusal anlar yaşadı. Podyumda atılan her adım, Florya Çocuk ve Gençlik Merkezi Binası’nın yapımına katkı sağladı. EMRAH AKÇAAY",1,sometimes_euph
729,730,seks işçisi,seks işçisi,sexual activity,"""Aynı kadınlar yapacak bir iş olmadığından seks işçisi  olarak çalışmaya başlayınca , bu kez de HIV yayan gruba dahil oldular  .""","""aynı kadınlar yapacak bir iş olmadığından seks işçisi  olarakalışmaya başlayınca bu kez de hiv yayan gruba dahil oldular ",122,18,"""Aynı kadınlar yapacak bir iş olmadığından [PET_BOUNDARY]seks işçisi[PET_BOUNDARY]  olarak çalışmaya başlayınca, bu kez de HIV yayan gruba dahil oldular .""",1,always_euph
296,297,gelişmekte olan ülke,gelişmekte olan ülke,politics,"Fransız bilim insanları, her yıl iki milyon insanın virüs ve parazitlerden dolayı kansere yakalandıklarını öne sürdü. Araştırmalara göre 2008’de kanser teşhisi konulan hastaların yüzde 16’sı enfeksiyon sonrası bu hastalığa yakalanmış. Gelişmekte olan ülkelerde oranın yüksek olduğuna dikkat çekilen çalışmaya göre, genital kanserlere neden olabilen HPV virüsü ile Hepatit B ve C virüsleri en sık rastlanan kanser nedenleri arasında.","fransız bilim insanları, her yıl iki milyon insanın virüs ve parazitlerden dolayı kansere yakalandıklarını öne sürdü. araştırmalara göre 2008’de kanser teşhisi konulan hastaların yüzde 16’sı enfeksiyon sonrası bu hastalığa yakalanmış. gelişmekte olan ülkelerde oranın yüksek olduğuna dikkat çekilen çalışmaya göre, genital kanserlere neden olabilen hpv virüsü ile hepatit b ve c virüsleri en sık rastlanan kanser nedenleri arasında.",432,58,"Fransız bilim insanları, her yıl iki milyon insanın virüs ve parazitlerden dolayı kansere yakalandıklarını öne sürdü. Araştırmalara göre 2008’de kanser teşhisi konulan hastaların yüzde 16’sı enfeksiyon sonrası bu hastalığa yakalanmış. [PET_BOUNDARY]Gelişmekte olan ülke[PET_BOUNDARY]lerde oranın yüksek olduğuna dikkat çekilen çalışmaya göre, genital kanserlere neden olabilen HPV virüsü ile Hepatit B ve C virüsleri en sık rastlanan kanser nedenleri arasında.",1,sometimes_euph
1299,1300,iki canlı,iki canlısın,bodily functions,"bu süreç içerisinde nasıl beslenmelisiniz? Çevrenizden bu dönemde çok yorum alacaksınız. Tatlı sütü artırır, sen iki canlısın iki katı kadar ye, herşeyden ye bolca ye hep ye... Önemli olan bol yemeniz değil neyi ne kadar tükettiğinizdir.",bu süreç içerisinde nasıl beslenmelisiniz çevrenizden bu dönemde çok yorum alacaksınız tatlı sütü artırır sen iki canlısın iki katı kadar ye herşeyden ye bolca ye hep ye önemli olan bol yemeniz değil neyi ne kadar tükettiğinizdir,237,36,"bu süreç içerisinde nasıl beslenmelisiniz? Çevrenizden bu dönemde çok yorum alacaksınız. Tatlı sütü artırır, sen [PET_BOUNDARY]iki canlısın[PET_BOUNDARY] iki katı kadar ye, herşeyden ye bolca ye hep ye... Önemli olan bol yemeniz değil neyi ne kadar tükettiğinizdir.",1,sometimes_euph
715,716,saf,saf,physical/mental attributes,"Uluslararası Güvenlik Destek Gücü'nün (İSAF) açıklamasında, ""Saldırıda 6 Ağustos'ta CH-47 helikopterinin düşürülmesiyle ilgili ateşi açan isyancı ile Taliban lideri Molla Muhibullah öldü"" denildi. Afganistan'daki ABD ve NATO güçlerinin komutanı General John Allen de askerlerin, nereye kaçtıklarını öğrendikten sonra isyancıları pazartesi sabahı yapılan operasyonda öldürdüklerini söyledi. Düşürülen helikopterdeki 30 Amerikan askeriyle 8 Afgan askeri ölmüştü.","uluslararası güvenlik destek gücü'nün (i̇saf) açıklamasında, ""saldırıda 6 ağustos'ta ch-47 helikopterinin düşürülmesiyle ilgili ateşi açan isyancı ile taliban lideri molla muhibullah öldü"" denildi. afganistan'daki abd ve nato güçlerinin komutanı general john allen de askerlerin, nereye kaçtıklarını öğrendikten sonra isyancıları pazartesi sabahı yapılan operasyonda öldürdüklerini söyledi. düşürülen helikopterdeki 30 amerikan askeriyle 8 afgan askeri ölmüştü.",461,54,"Uluslararası Güvenlik Destek Gücü'nün (İ[PET_BOUNDARY]SAF[PET_BOUNDARY]) açıklamasında, ""Saldırıda 6 Ağustos'ta CH - 47 helikopterinin düşürülmesiyle ilgili ateşi açan isyancı ile Taliban lideri Molla Muhibullah öldü"" denildi. Afganistan'daki ABD ve NATO güçlerinin komutanı General John Allen de askerlerin, nereye kaçtıklarını öğrendikten sonra isyancıları pazartesi sabahı yapılan operasyonda öldürdüklerini söyledi. Düşürülen helikopterdeki 30 Amerikan askeriyle 8 Afgan askeri ölmüştü.",0,sometimes_euph
2318,2319,aşırmak,aşırmak,misc.,copy paste bazlı bir kolaj yapmış olmam bir noktada bağışlanamaz. ama bunun alıntı yapılan yazarların bilgilerini aşırmak amacı taşımadığını belirterek konu edilen sözcüğün ve türevlerinin detaylı anlamının sözlükteki ekşikliğinin,copy paste bazlı bir kolaj yapmış olmam bir noktada bağışlanamaz ama bunun alıntı yapılan yazarların bilgilerini aşırmak amacı taşımadığını belirterek konu edilen sözcüğün ve türevlerinin detaylı anlamının sözlükteki ekşikliğinin,230,29,copy paste bazlı bir kolaj yapmış olmam bir noktada bağışlanamaz. ama bunun alıntı yapılan yazarların bilgilerini [PET_BOUNDARY]aşırmak[PET_BOUNDARY] amacı taşımadığını belirterek konu edilen sözcüğün ve türevlerinin detaylı anlamının sözlükteki ekşikliğinin,1,sometimes_euph
511,512,iki canlı,iki canlı,bodily functions,"""01.12.2006 20:44 tarihinde yazılmış Tahir  bey cok guzel bir memleketiniz var saygılar ısıgınız bol olsun 01.12.2006 21:26  tarihinde yazılmış Küçük karede , günbatımında iki canlı kişi gibi görünüyorlardı .""",""".. tarihinde yazılmış tahir  bey cok guzel bir memleketiniz var saygılarsıgınız bol olsun  tarihinde yazılmış küçük karede günbatımında iki canlı kişi gibi görünüyorlardı",171,23,"""01.12.2006 20:44 tarihinde yazılmış Tahir  bey cok guzel bir memleketiniz var saygılar ısıgınız bol olsun 01.12.2006 21:26  tarihinde yazılmış Küçük karede, günbatımında [PET_BOUNDARY]iki canlı[PET_BOUNDARY] kişi gibi görünüyorlardı.""",0,sometimes_euph
1139,1140,aybaşı,aybaşı,bodily functions,"TL, Dolar ve Euro para birimine göre görüntüleyebilirsiniz. Ayrıca belirlemiş olduğunuz tarihe göre hafta başı ve aybaşı toplam portföy değerlerini görüntüleyebilir, hafta başına aybaşına ve yılbaşına göre kurucuların toplam portföy",tl dolar ve euro para birimine göre görüntüleyebilirsiniz ayrıca belirlemiş olduğunuz tarihe göre hafta başı ve aybaşı toplam portföy değerlerini görüntüleyebilir hafta başına aybaşına ve yılbaşına göre kurucuların toplam portföy,232,30,"TL, Dolar ve Euro para birimine göre görüntüleyebilirsiniz. Ayrıca belirlemiş olduğunuz tarihe göre hafta başı ve [PET_BOUNDARY]aybaşı[PET_BOUNDARY] toplam portföy değerlerini görüntüleyebilir, hafta başına aybaşına ve yılbaşına göre kurucuların toplam portföy",0,sometimes_euph
437,438,hayata gözlerini yummak,hayata gözlerini yumdu,death,"Sinema Sanatları ve Bilimleri Akademisi'nin eski başkanı ve Oscar adayı usta yönetmen Arthur Hiller hayatını kaybetti. Hiller, Los Angeles'ta doğal sebeplerle 92 yaşında hayata gözlerini yumdu. 50 yıllık kariyeri boyunca 33 önemli filme imza atan Hiller, en çok ""Love Story"" (Aşk Hikâyesi) filmiyle tanınıyordu. Unutulmaz bir aşk hikayesini anlatan film, 1971'de En İyi Film, En İyi Yönetmen ve En İyi Erkek Oyuncu dahil olmak üzere 7 dalda Oscar'a aday olmuştu.","sinema sanatları ve bilimleri akademisi'nin eski başkanı ve oscar adayı usta yönetmen arthur hiller hayatını kaybetti. hiller, los angeles'ta doğal sebeplerle 92 yaşında hayata gözlerini yumdu. 50 yıllık kariyeri boyunca 33 önemli filme imza atan hiller, en çok ""love story"" (aşk hikâyesi) filmiyle tanınıyordu. unutulmaz bir aşk hikayesini anlatan film, 1971'de en i̇yi film, en i̇yi yönetmen ve en i̇yi erkek oyuncu dahil olmak üzere 7 dalda oscar'a aday olmuştu.",465,70,"Sinema Sanatları ve Bilimleri Akademisi'nin eski başkanı ve Oscar adayı usta yönetmen Arthur Hiller hayatını kaybetti. Hiller, Los Angeles'ta doğal sebeplerle 92 yaşında [PET_BOUNDARY]hayata gözlerini yumdu[PET_BOUNDARY]. 50 yıllık kariyeri boyunca 33 önemli filme imza atan Hiller, en çok ""Love Story"" (Aşk Hikâyesi) filmiyle tanınıyordu. Unutulmaz bir aşk hikayesini anlatan film, 1971'de En İyi Film, En İyi Yönetmen ve En İyi Erkek Oyuncu dahil olmak üzere 7 dalda Oscar'a aday olmuştu.",1,always_euph
230,231,ekonomik,ekonomik,employment/finances,"Rum kaynaklardan edinilen bilgiye göre, Kasulidis, Kıbrıs'taki BM yetkililerine, ""Daha fazla Suriyeli mülteciyi kabul etmemiz söz konusu olamaz"" dedi. Kasulidis, ""nüfusun Türkiyeli yerleşikler tarafından bozulmuş olmasını ve ekonomik krizi"" kararına gerekçe olarak ileri sürdü.","rum kaynaklardan edinilen bilgiye göre, kasulidis, kıbrıs'taki bm yetkililerine, ""daha fazla suriyeli mülteciyi kabul etmemiz söz konusu olamaz"" dedi. kasulidis, ""nüfusun türkiyeli yerleşikler tarafından bozulmuş olmasını ve ekonomik krizi"" kararına gerekçe olarak ileri sürdü.",277,34,"Rum kaynaklardan edinilen bilgiye göre, Kasulidis, Kıbrıs'taki BM yetkililerine, ""Daha fazla Suriyeli mülteciyi kabul etmemiz söz konusu olamaz"" dedi. Kasulidis, ""nüfusun Türkiyeli yerleşikler tarafından bozulmuş olmasını ve [PET_BOUNDARY]ekonomik[PET_BOUNDARY] krizi"" kararına gerekçe olarak ileri sürdü.",0,sometimes_euph
1413,1414,iyi saatte olsunlar,iyi saatte olsunlar,misc.,tandır mangalını devirmez ya da bozayı üslününe dökmezseniz her türlü azarınıza razıyım. Yazış sırasında iyi saatte olsunlar rüyama girdiler. Bakalım okuduktan sonra size neler olacak Sonsuz saygılar... Hüseyin Rahmi Sorununu Çözümünü,tandır mangalını devirmez ya da bozayı üslününe dökmezseniz her türlü azarınıza razıyım yazış sırasında iyi saatte olsunlar rüyama girdiler bakalım okuduktan sonra size neler olacak sonsuz saygılar hüseyin rahmi sorununu çözümünü,234,31,tandır mangalını devirmez ya da bozayı üslününe dökmezseniz her türlü azarınıza razıyım. Yazış sırasında [PET_BOUNDARY]iyi saatte olsunlar[PET_BOUNDARY] rüyama girdiler. Bakalım okuduktan sonra size neler olacak Sonsuz saygılar... Hüseyin Rahmi Sorununu Çözümünü,1,sometimes_euph
